HH Size,HH Income,Mean HH Age,Rent,Latest Subsidy,First Subsidy,Late Fees?,Military,Disability,PrimaryIncome,Negative,Validation Stratified by Negative
1,42723,35.04,970,0,0,N,NA,NA,NA,0,Training
1,13692,50.48,598,598,598,N,NA,NA,W,0,Training
3,12948,21,850,0,0,Y,NA,NA,W,0,Training
1,13377,29.87,540,0,0,N,NA,NA,F,0,Training
1,9564,66.24,860,581,594,Y,NA,NA,NA,0,Training
2,23040,32.38,960,0,0,N,NA,NA,NA,0,Training
2,31044,34.84,983,0,0,Y,No,No,U,0,Training
1,70000,53.58,835,0,0,N,NA,NA,NA,0,Training
2,14950,18.66,575,0,0,Y,NA,NA,W,0,Training
1,2436,47.01,435,0,0,N,NA,NA,G,0,Training
2,16536,,689,0,0,N,No,NA,NA,0,Training
1,25338,30.64,490,0,0,N,NA,NA,W,0,Training
1,48000,57.7,980,0,0,Y,NA,NA,NA,0,Training
1,48000,38.16,830,0,0,Y,NA,NA,NA,0,Training
1,8520,47.92,740,546,542,Y,No,NA,SI,0,Training
1,8322,62.15,433,0,0,N,NA,NA,SS,0,Training
2,12480,26.33,723,0,0,N,NA,NA,NA,0,Training
2,22282,32.01,701,0,0,N,NA,NA,W,0,Training
1,11880,90.65,284,734,0,Y,No,Yes,SS,0,Training
1,8088,55.24,422,232,238,N,NA,NA,SS,0,Training
1,3528,45.47,720,720,623,N,No,Yes,NA,0,Training
1,28800,,1200,0,0,N,NA,NA,NA,0,Training
1,9619,44.93,435,0,0,Y,NA,NA,SS,0,Training
3,49200,48.29,1417,0,0,Y,No,NA,NA,0,Training
1,22278,29.28,650,0,0,Y,NA,NA,F,0,Training
1,15739,36.09,510,0,0,N,NA,NA,W,0,Training
1,9365,32.22,735,902,0,Y,NA,NA,W,0,Training
1,16027,62.35,429,0,0,Y,No,No,W,0,Training
2,25742,49.29,927,0,0,N,Yes,NA,W,0,Training
1,15575,21.86,696,402,402,Y,NA,NA,W,0,Training
1,13080,,545,0,0,Y,NA,NA,NA,0,Training
1,20640,74.98,860,0,0,N,NA,No,NA,0,Training
2,20313,28.04,712,0,0,N,NA,NA,W,0,Training
1,2436,29.28,47,546,546,N,NA,NA,G,0,Training
1,20732,25.65,665,0,0,N,NA,NA,W,0,Training
2,99600,26.62,1020,0,0,Y,NA,NA,NA,0,Training
2,12740,25.17,755,0,0,Y,NA,NA,W,0,Training
2,10626,38.6,660,0,0,Y,NA,NA,W,0,Training
5,17403,20.23,828,0,0,Y,No,NA,W,0,Training
1,15240,,635,0,0,N,NA,NA,NA,0,Training
2,15953,74.44,595,-527,0,N,NA,NA,SS,0,Training
1,20800,31.95,660,0,0,Y,NA,NA,W,0,Training
4,14559,18.78,555,0,0,Y,NA,NA,W,0,Training
1,9624,69.46,595,371,0,N,No,No,SI,0,Training
2,4680,36.13,907,829,878,Y,NA,NA,N,0,Training
1,6563,37.98,643,645,421,N,NA,NA,N,0,Training
1,1385,25.52,612,523,582,Y,NA,NA,N,0,Training
1,18657,57.52,685,0,0,Y,NA,NA,W,0,Training
1,21600,56.71,607,0,0,Y,NA,NA,NA,0,Training
1,2436,51.4,891,881,0,Y,No,No,G,0,Training
2,14862,47.8,832,0,0,N,NA,NA,W,0,Training
1,16038,53.7,426,0,0,N,NA,NA,SS,0,Training
1,9500,52.02,817,443,639,Y,NA,NA,W,0,Training
9,19162,15.02,1025,950,590,Y,No,NA,W,0,Training
2,15000,32.76,1155,0,0,Y,NA,NA,NA,0,Training
1,36000,32.35,820,0,0,Y,NA,NA,NA,0,Training
2,18853,36.76,1407,0,0,N,No,No,NA,0,Training
1,9060,57.93,441,0,0,N,NA,NA,SI,0,Training
2,18936,,789,0,0,Y,NA,NA,NA,0,Training
2,5244,20.79,899,968,828,Y,No,NA,G,0,Training
1,3168,58.86,720,84,623,N,NA,NA,NA,0,Training
1,20377,30.88,440,0,0,N,NA,NA,SS,0,Training
2,10800,45.23,892,614,527,Y,NA,NA,NA,0,Training
2,22880,37.38,809,0,0,N,NA,NA,NA,0,Training
1,16456,68.91,838,0,0,N,NA,NA,PE,0,Training
1,28236,32.78,718,0,0,Y,NA,NA,W,0,Training
1,14040,,585,0,0,Y,NA,NA,NA,0,Training
3,19152,47.23,798,0,0,N,NA,NA,SI,0,Training
1,3372,54.97,683,683,670,N,No,NA,N,0,Training
1,31200,34.36,630,0,0,N,NA,NA,W,0,Training
1,21766,30.82,535,0,0,N,NA,NA,W,0,Training
1,33600,30.72,977,0,0,N,NA,NA,NA,0,Training
1,2436,56.25,42,217,217,N,NA,NA,G,0,Training
1,14779,37.22,765,742,586,N,NA,NA,W,0,Training
1,8088,64.07,625,518,600,N,NA,NA,NA,0,Training
1,21719,61.35,510,0,0,N,NA,NA,SI,0,Training
1,26104,64.15,509,0,0,Y,NA,NA,W,0,Training
1,8088,51.61,478,0,0,N,NA,NA,SS,0,Training
1,45998,40.16,862,0,0,N,NA,NA,NA,0,Training
4,12538,20.35,806,608,760,N,NA,NA,SS,0,Training
1,25896,32.6,608,0,0,N,NA,NA,W,0,Training
1,30726,34.51,715,0,0,Y,NA,NA,W,0,Training
3,19004,40.5,928,0,0,Y,NA,NA,W,0,Training
1,15000,37.81,625,0,0,N,NA,NA,NA,0,Training
1,15620,54.65,510,0,0,Y,No,NA,W,0,Training
1,25064,50.2,690,0,0,Y,NA,NA,SS,0,Training
1,25149,28.92,440,0,0,Y,NA,NA,W,0,Training
1,11820,66.17,432,0,0,Y,Yes,NA,N,0,Training
1,1068,33.93,606,556,549,N,NA,NA,G,0,Training
1,2436,62.73,744,384,323,Y,No,No,G,0,Training
2,14331,32.18,555,0,0,Y,NA,NA,SS,0,Training
1,28995,49.55,432,0,0,Y,NA,NA,F,0,Training
2,27960,,1165,0,0,N,NA,NA,NA,0,Training
2,36000,26.27,1235,0,0,N,NA,NA,NA,0,Training
1,1153,43.78,653,592,578,Y,No,Yes,G,0,Training
1,12215,70.2,850,612,612,Y,No,Yes,SS,0,Training
1,17745,45.23,426,0,0,Y,NA,NA,NA,0,Training
1,18228,86.26,936,669,0,N,No,NA,SS,0,Training
1,35607,53.47,919,0,0,Y,NA,NA,W,0,Training
1,0,41.2,539,489,486,N,NA,NA,N,0,Training
2,12000,42.33,1356,0,0,N,NA,NA,NA,0,Training
1,17225,29.18,670,0,0,Y,NA,NA,F,0,Training
1,25709,28.29,700,0,0,Y,No,NA,W,0,Training
3,8055,36.73,807,0,0,N,NA,NA,N,0,Training
1,3168,51.72,720,720,623,N,NA,NA,NA,0,Training
1,33000,30.8,625,0,0,N,NA,NA,W,0,Training
2,10644,54.33,900,717,618,Y,NA,NA,SS,0,Training
1,16123,82.52,595,267,0,N,No,No,SS,0,Training
3,27329,27.62,826,0,0,N,NA,NA,W,0,Training
1,5280,58.12,490,490,490,N,No,NA,N,0,Training
4,27040,21.14,832,0,0,N,NA,NA,W,0,Training
1,13428,38.23,395,0,0,N,NA,NA,NA,0,Training
1,9984,,416,0,0,N,NA,NA,NA,0,Training
2,29120,17.25,832,0,0,Y,NA,NA,W,0,Training
1,50000,35.5,825,0,0,N,NA,NA,NA,0,Training
1,25200,40.12,1060,430,228,N,No,NA,NA,0,Training
1,1152,62.29,599,382,486,N,NA,NA,G,0,Training
1,20613,56.64,817,419,266,N,NA,NA,W,0,Training
1,16296,,679,0,0,Y,NA,NA,NA,0,Training
1,2436,56.19,608,2,608,N,NA,NA,NA,0,Training
1,1104,48.05,638,321,531,N,NA,NA,G,0,Training
1,1140,44.84,620,580,580,Y,NA,NA,G,0,Training
1,9551,66.02,519,0,0,N,NA,NA,SS,0,Training
1,13312,34.22,777,247,0,Y,NA,NA,W,0,Training
1,16788,79.78,936,653,0,N,No,NA,SI,0,Training
1,19472,34.62,750,561,251,N,NA,NA,W,0,Training
1,5385,45.98,907,815,742,N,NA,NA,U,0,Training
1,13800,,575,0,0,N,NA,NA,NA,0,Training
1,0,44.46,381,0,0,N,NA,NA,NA,0,Training
2,19176,,799,0,0,N,NA,NA,NA,0,Training
2,19344,,806,0,0,N,NA,NA,NA,0,Training
2,34800,28.12,920,0,0,Y,NA,NA,NA,0,Training
1,58320,38.65,1007,0,0,N,NA,NA,NA,0,Training
1,26832,24.88,505,0,0,Y,No,NA,W,0,Training
1,3168,48.57,720,720,608,N,No,Yes,NA,0,Training
2,19712,45.14,587,0,0,Y,NA,NA,W,0,Training
1,22300,40.13,415,0,0,N,NA,NA,NA,0,Training
1,16232,24.7,546,0,0,Y,NA,NA,SI,0,Training
2,20640,60.93,860,0,0,N,NA,Yes,NA,0,Training
1,13536,60.62,683,0,0,N,NA,NA,SS,0,Training
3,53520,27.67,1200,0,0,N,NA,NA,NA,0,Training
1,2436,57.24,623,7,608,N,NA,NA,NA,0,Training
2,9300,32.6,885,589,0,Y,NA,NA,SS,0,Training
1,15105,35.42,405,0,0,N,NA,NA,W,0,Training
5,43758,20.15,813,0,0,N,NA,NA,W,0,Training
1,9754,51.26,478,0,0,N,NA,NA,SS,0,Training
1,11820,68.54,469,0,0,Y,Yes,NA,SS,0,Training
1,15400,25.44,490,0,0,Y,NA,NA,W,0,Training
2,18456,,769,0,0,N,NA,NA,NA,0,Training
1,27116,33.22,448,0,0,N,NA,NA,NA,0,Training
1,14136,,589,0,0,N,NA,NA,NA,0,Training
2,192000,32.22,1365,0,0,N,NA,NA,NA,0,Training
1,60000,34.81,1005,0,0,Y,NA,NA,NA,0,Training
3,6384,36.87,1162,1002,1002,N,NA,NA,G,0,Training
4,60320,37.22,1271,0,0,N,No,NA,NA,0,Training
1,18299,38.79,429,0,0,N,NA,NA,W,0,Training
6,25626,19.3,1300,958,1177,Y,No,NA,NA,0,Training
1,29896,26.06,956,0,0,Y,No,NA,NA,0,Training
1,3492,54.41,645,645,645,N,No,NA,N,0,Training
2,86500,32.6,915,0,0,Y,NA,NA,NA,0,Training
1,2436,44.34,653,419,567,Y,No,Yes,G,0,Training
2,24720,,1030,0,0,N,NA,NA,NA,0,Training
1,9060,57.93,478,0,0,N,NA,NA,SS,0,Training
2,24000,33.85,925,0,0,N,NA,NA,NA,0,Training
2,27000,30.61,880,0,0,Y,NA,NA,NA,0,Training
1,24648,61.73,663,0,0,N,NA,NA,SS,0,Training
1,18984,79.17,381,170,0,N,No,Yes,SS,0,Training
1,27484,53.51,728,0,0,Y,NA,NA,W,0,Training
2,24000,35.1,1200,0,0,N,NA,NA,NA,0,Training
1,28984,33.92,655,0,0,Y,NA,NA,W,0,Training
1,13080,,545,0,0,N,NA,NA,NA,0,Training
2,6000,35.22,1420,930,1300,Y,NA,NA,NA,0,Training
1,54000,36.03,940,0,0,Y,NA,NA,NA,0,Training
1,9432,,393,0,0,N,NA,NA,NA,0,Training
6,22516,13.67,1021,0,0,Y,No,NA,NA,0,Training
1,2436,27.76,744,509,610,Y,NA,NA,G,0,Training
1,32167,28.17,631,0,0,N,NA,NA,W,0,Training
1,32000,43.89,920,0,0,N,NA,NA,NA,0,Training
2,29112,29.4,750,0,0,N,NA,NA,NA,0,Training
1,2436,60.78,653,443,577,N,No,NA,G,0,Training
1,9984,,416,0,0,N,NA,NA,NA,0,Training
1,2436,53.15,772,645,700,Y,No,No,G,0,Training
1,17017,60.03,631,0,0,N,NA,NA,SS,0,Training
1,10776,61.75,425,0,0,N,NA,NA,SI,0,Training
1,11028,40.78,638,138,365,N,NA,NA,SI,0,Training
2,29244,33.06,930,0,0,N,NA,NA,N,0,Training
2,2288,25.62,740,661,668,Y,NA,NA,W,0,Training
2,5244,18.45,712,639,639,N,NA,NA,G,0,Training
1,15800,56.84,450,0,0,Y,NA,NA,W,0,Training
1,0,55.63,652,591,579,N,NA,NA,NA,0,Training
1,30389,46.32,575,0,0,N,NA,NA,W,0,Training
2,24220,27.2,663,0,0,Y,NA,NA,W,0,Training
3,30000,31.8,1050,0,0,N,NA,NA,NA,0,Training
1,20388,35.5,423,0,0,N,NA,NA,W,0,Training
2,38500,31.19,1020,0,0,N,NA,NA,NA,0,Training
4,25260,21.89,1121,1006,565,Y,NA,NA,W,0,Training
1,9351,58.65,202,689,0,Y,NA,NA,SS,0,Training
1,11824,79.76,595,385,0,N,NA,NA,SS,0,Training
1,28708,34.07,418,0,0,N,NA,NA,NA,0,Training
2,12169,33.17,595,0,0,N,NA,NA,F,0,Training
3,14420,23.81,796,0,0,Y,NA,NA,W,0,Training
2,15735,19.74,978,976,878,Y,NA,NA,W,0,Training
2,27600,30.62,1150,0,0,Y,No,NA,NA,0,Training
1,11588,36.39,885,417,0,N,NA,NA,F,0,Training
2,75000,33.7,1135,0,0,N,NA,NA,NA,0,Training
2,13521,18.3,440,0,0,Y,No,No,W,0,Training
1,15064,27.94,437,0,0,N,No,NA,W,0,Training
1,23382,34.96,700,0,0,Y,No,NA,W,0,Training
4,28440,,1185,0,0,Y,NA,NA,NA,0,Training
1,15541,83.36,595,355,0,N,NA,NA,SS,0,Training
1,20340,90.69,936,536,0,N,No,NA,SS,0,Training
2,1536,27.81,1265,0,0,N,NA,NA,NA,0,Training
2,33600,32.44,830,0,0,N,NA,NA,NA,0,Training
1,10944,34.92,672,256,352,N,No,Yes,SS,0,Training
1,15480,,645,0,0,N,NA,NA,NA,0,Training
2,25150,34.62,631,0,0,N,NA,NA,W,0,Training
1,7764,49.83,390,0,0,N,NA,NA,SI,0,Training
1,696,27.04,612,444,562,N,NA,NA,N,0,Training
6,13981,27.69,1040,0,0,N,NA,NA,W,0,Training
1,4080,56.63,657,657,631,N,NA,NA,N,0,Training
1,16744,36.3,575,0,0,N,NA,NA,W,0,Training
2,26428,36.66,631,0,0,Y,NA,NA,B,0,Training
1,27600,33.11,665,0,0,N,NA,NA,W,0,Training
1,19737,44.8,608,0,0,N,NA,NA,W,0,Training
1,30000,30.46,958,0,0,N,NA,NA,NA,0,Training
1,26387,38.93,366,0,0,N,NA,NA,F,0,Training
1,25006,37.97,663,0,0,N,NA,NA,W,0,Training
1,13620,49.93,850,531,499,N,Yes,Yes,SS,0,Training
1,12960,,540,0,0,N,NA,NA,NA,0,Training
1,15951,35.59,228,284,0,N,NA,NA,B,0,Training
1,16697,78.25,611,0,0,N,NA,NA,SS,0,Training
1,3384,51.2,650,650,650,N,NA,NA,NA,0,Training
1,2436,39.14,672,592,578,N,No,Yes,G,0,Training
1,37300,29.4,750,0,0,N,NA,NA,NA,0,Training
1,36900,73.72,663,0,0,N,NA,NA,NA,0,Training
1,10944,,456,0,0,N,NA,NA,NA,0,Training
2,3000,14.46,819,726,755,Y,NA,NA,T,0,Training
4,7326,18.6,800,0,0,N,NA,NA,NA,0,Training
1,16738,28.64,499,0,0,Y,NA,NA,W,0,Training
1,1152,53.76,616,555,486,N,NA,NA,G,0,Training
1,20124,42.48,495,0,0,Y,No,No,W,0,Training
3,21587,39.29,1060,0,0,N,NA,NA,NA,0,Training
2,31526,25.95,875,0,0,N,NA,NA,NA,0,Training
1,2436,58.22,653,592,578,N,No,Yes,G,0,Training
6,33720,23.67,1405,0,0,Y,NA,NA,NA,0,Training
1,16250,36.22,439,0,0,Y,NA,NA,NA,0,Training
1,1128,50.83,50,486,486,N,NA,NA,G,0,Training
1,18482,26.14,415,0,0,N,No,NA,NA,0,Training
1,16843,29.91,618,0,0,Y,NA,NA,W,0,Training
1,15010,52.58,450,0,0,N,NA,NA,W,0,Training
1,3000,27.22,612,436,414,N,NA,NA,G,0,Training
2,50607,54.4,1092,0,0,Y,No,NA,NA,0,Training
1,2436,56.95,606,333,475,Y,NA,NA,G,0,Training
3,24697,22.43,960,376,449,Y,NA,NA,W,0,Training
3,25380,30.71,383,0,0,Y,NA,NA,W,0,Training
1,19896,,829,0,0,N,NA,NA,NA,0,Training
1,50000,32.88,920,0,0,N,NA,NA,NA,0,Training
3,13064,29.17,927,710,797,Y,NA,NA,SI,0,Training
1,8652,57.03,640,0,0,N,NA,NA,SI,0,Training
1,46000,28.35,870,0,0,N,NA,NA,NA,0,Training
3,20000,42.77,1195,1060,1060,N,NA,NA,NA,0,Training
1,19330,60.38,474,0,0,Y,NA,NA,F,0,Training
2,24000,26.15,970,0,0,N,NA,NA,NA,0,Training
1,28000,53.35,438,0,0,N,NA,NA,NA,0,Training
1,6888,63.08,616,392,378,Y,Yes,NA,SS,0,Training
1,13432,23.48,645,594,595,Y,No,NA,W,0,Training
7,37398,11.23,1350,535,510,N,NA,NA,W,0,Training
1,25750,37.92,759,0,0,Y,NA,NA,B,0,Training
1,1410,60.83,645,645,645,N,NA,NA,G,0,Training
1,20161,75.75,595,154,0,N,NA,NA,SS,0,Training
1,12000,31.25,432,0,0,Y,NA,NA,W,0,Training
2,5079,24.99,650,0,0,N,NA,NA,N,0,Training
3,15858,43.44,734,0,0,N,NA,NA,SI,0,Training
5,24960,15.51,812,0,0,Y,No,NA,W,0,Training
2,24000,42.42,870,0,0,Y,NA,NA,NA,0,Training
1,7851,70.75,382,0,0,N,NA,NA,SI,0,Training
2,22000,83.25,836,458,544,N,NA,NA,NA,0,Training
1,13080,,545,0,0,N,NA,NA,NA,0,Training
1,15600,,650,0,0,Y,NA,NA,NA,0,Training
1,17784,86.31,575,0,0,N,Yes,NA,SS,0,Training
1,3168,53.81,412,623,608,N,NA,NA,NA,0,Training
1,17784,,741,514.5,492.8,N,NA,NA,NA,0,Training
2,36000,30.89,1220,0,0,N,NA,NA,NA,0,Training
1,10314,45.48,850,610,590,N,No,Yes,SS,0,Training
1,9708,66.8,595,110,0,N,NA,NA,SS,0,Training
1,8604,66.33,382,155,155,N,NA,NA,SI,0,Training
1,9624,52.52,418,0,0,Y,NA,NA,SS,0,Training
6,22308,25.85,770,0,0,N,NA,NA,W,0,Training
1,6396,55.26,628,118,407,N,NA,NA,U,0,Training
11,9480,19.78,1405,0,0,N,NA,NA,NA,0,Training
2,26721,36.15,836,0,0,Y,NA,NA,W,0,Training
2,11614,15.35,429,0,0,Y,NA,NA,W,0,Training
2,27123,16.67,650,0,0,Y,NA,NA,W,0,Training
2,45232,30.56,800,0,0,N,NA,NA,NA,0,Training
1,27466,25.77,515,0,0,N,NA,NA,W,0,Training
1,18980,51.15,565,0,0,N,NA,NA,F,0,Training
1,19938,39.34,370,0,0,N,NA,NA,F,0,Training
1,10728,62.7,455,0,0,Y,No,No,SI,0,Training
2,19656,,819,0,0,N,NA,NA,NA,0,Training
1,10015,64.13,830,590,590,N,NA,NA,SS,0,Training
1,2436,63.85,665,29,650,N,No,NA,NA,0,Training
1,1068,45.72,616,555,519,N,NA,NA,G,0,Training
1,13800,47.23,575,0,0,N,NA,NA,NA,0,Training
1,10560,54.05,638,408,408,N,NA,NA,SS,0,Training
3,22069,29.84,950,787,202,Y,NA,NA,W,0,Training
1,16628,31.73,434,0,0,Y,NA,NA,W,0,Training
3,40283,38.17,1034,0,0,N,No,NA,NA,0,Training
1,3504,50.47,645,645,645,N,NA,NA,N,0,Training
3,15385,13.79,917,881,0,Y,No,No,W,0,Training
1,9729,57.41,434,0,0,Y,NA,NA,W,0,Training
1,15442,47.28,415,0,0,N,NA,NA,NA,0,Training
1,32151,51.42,795,0,0,N,NA,NA,W,0,Training
1,34613,27.05,715,0,0,N,NA,NA,W,0,Training
2,49910,28.96,969,0,0,N,NA,NA,W,0,Training
1,3000,21.16,625,625,562,Y,NA,NA,G,0,Training
1,7374,47.47,420,0,0,N,NA,NA,F,0,Training
4,34000,20.24,1015,0,0,N,NA,NA,NA,0,Training
2,22080,36.38,618,0,0,Y,NA,NA,W,0,Training
3,22800,29.29,950,0,0,N,NA,NA,NA,0,Training
1,15072,34.22,405,0,0,N,NA,NA,SS,0,Training
1,27066,38.67,695,0,0,Y,No,NA,W,0,Training
2,30768,31.1,1365,0,0,N,Yes,NA,NA,0,Training
1,23549,34.78,653,0,0,Y,NA,NA,W,0,Training
1,19758,62.7,757,579,326,Y,No,NA,W,0,Training
1,35000,36.73,940,0,0,N,NA,NA,NA,0,Training
2,21600,33.34,900,0,0,N,NA,NA,NA,0,Training
1,13080,,545,0,0,N,NA,NA,NA,0,Training
1,0,24.68,612,582,582,N,NA,NA,NA,0,Training
1,14589,72.62,885,587,0,N,NA,NA,SS,0,Training
1,19080,,795,542.73,488.7,N,NA,NA,NA,0,Training
1,14618,57.05,438,0,0,Y,No,No,SI,0,Training
1,32396,31.02,759,0,0,Y,NA,NA,W,0,Training
1,33192,29.25,665,0,0,N,NA,NA,NA,0,Training
3,32089,15.64,866,0,0,Y,No,NA,W,0,Training
2,30360,28.87,1265,0,0,Y,NA,NA,NA,0,Training
3,5652,14.41,978,845,880,Y,NA,NA,NA,0,Training
1,10400,72.92,460,0,0,N,NA,NA,F,0,Training
1,24000,27.25,492,0,0,N,NA,NA,N,0,Training
1,1140,29.09,638,70,578,N,NA,NA,G,0,Training
2,10000,15.65,499,0,0,Y,NA,NA,NA,0,Training
1,5358,42.89,683,472,470,N,NA,NA,NA,0,Training
1,11688,63.36,623,7,608,Y,NA,NA,NA,0,Training
2,50136,34.66,1150,0,0,Y,NA,NA,NA,0,Training
1,50000,29.15,977,0,0,N,NA,NA,NA,0,Training
1,7804,75.29,382,0,0,N,NA,NA,SS,0,Training
2,12348,46.73,849,717,653,Y,NA,NA,SS,0,Training
2,33346,53.86,1270,0,0,Y,No,NA,W,0,Training
3,26716,45.63,1038,963,630,Y,No,NA,SS,0,Training
1,9060,31.04,411,0,0,Y,NA,NA,SI,0,Training
1,12000,31.69,403,0,0,N,NA,NA,NA,0,Training
1,72000,34.78,1300,0,0,N,NA,NA,NA,0,Training
1,9240,56.26,208,701,0,N,No,No,SS,0,Training
1,13219,30.13,575,0,0,N,NA,NA,W,0,Training
1,8889,41.9,478,0,0,Y,No,Yes,SS,0,Training
2,21120,,880,0,0,N,NA,NA,NA,0,Training
4,2400,12.62,812,521,0,Y,NA,NA,N,0,Training
1,25676,38.91,438,0,0,N,NA,NA,F,0,Training
2,20976,35.68,894,165,514,Y,NA,NA,W,0,Training
1,1068,50.2,611,611,530,N,NA,NA,G,0,Training
1,0,25.44,625,182,549,N,NA,NA,NA,0,Training
1,24000,37.9,900,0,0,N,NA,NA,NA,0,Training
1,33705,53.01,849,0,0,N,No,No,W,0,Training
3,12000,24.09,1295,0,0,N,NA,NA,NA,0,Training
2,45442,30.33,1217,0,0,N,NA,NA,NA,0,Training
1,23280,,970,0,0,N,NA,NA,NA,0,Training
1,19089,32.67,525,0,0,Y,No,No,W,0,Training
1,7644,58.65,569,352,323,N,NA,NA,SI,0,Training
1,2436,41.71,440,0,0,Y,NA,NA,G,0,Training
1,933,54.72,569,352,486,Y,NA,NA,G,0,Training
1,1212,52.7,645,0,0,N,NA,NA,NA,0,Training
1,41000,34.79,870,0,0,N,NA,NA,NA,0,Training
1,14825,28.81,420,0,0,Y,NA,NA,W,0,Training
2,9009,20.37,750,578,578,N,NA,NA,W,0,Training
1,21687,36.33,410,0,0,N,NA,NA,F,0,Training
1,23504,49.19,478,0,0,Y,NA,NA,B,0,Training
1,45000,36.51,815,0,0,Y,NA,NA,NA,0,Training
2,21960,29.95,915,0,0,N,NA,NA,NA,0,Training
1,10607,46.23,425,0,0,N,NA,NA,NA,0,Training
2,15707,14.1,439,0,0,Y,NA,NA,W,0,Training
1,23000,23.6,536,0,0,Y,NA,NA,B,0,Training
1,18200,23.58,695,0,0,N,NA,NA,W,0,Training
1,16968,,707,0,0,N,NA,NA,NA,0,Training
2,42764,37.06,912,0,0,Y,NA,NA,NA,0,Training
2,17016,,709,0,0,N,NA,NA,NA,0,Training
3,8784,28.98,440,0,0,N,NA,NA,G,0,Training
1,1104,42.64,576,565,550,N,No,NA,NA,0,Training
3,10572,37.05,950,746,718,Y,NA,NA,SI,0,Training
5,13050,15.89,785,0,0,Y,NA,NA,W,0,Training
1,16512,53.62,655,0,0,N,NA,NA,SI,0,Training
4,22583,26.47,980,418,575,Y,No,NA,W,0,Training
1,3528,46.15,720,688,623,N,No,Yes,NA,0,Training
2,5244,14.38,766,726,691,Y,NA,NA,G,0,Training
1,24066,38.08,434,0,0,N,NA,NA,W,0,Training
2,15816,,659,0,0,N,NA,NA,NA,0,Training
1,11784,57.85,285,266,0,N,No,Yes,SS,0,Training
1,2941,57.38,750,750,717,N,NA,NA,G,0,Training
1,29120,46.29,724,78,704,Y,NA,NA,W,0,Training
1,2436,29.22,612,571,562,Y,NA,NA,G,0,Training
1,34040,41.91,670,0,0,N,NA,NA,NA,0,Training
1,13832,37.68,634,0,0,Y,NA,NA,N,0,Training
1,19546,70.1,850,428,372,N,NA,NA,SS,0,Training
1,6744,71.78,750,647,642,N,NA,NA,SS,0,Training
1,23453,38.22,510,0,0,N,NA,NA,W,0,Training
1,21320,54.63,464,0,0,N,NA,NA,B,0,Training
3,0,9.06,736,0,0,Y,NA,NA,NA,0,Training
1,8088,73.09,626,468,359,Y,NA,NA,SS,0,Training
1,20291,27.73,469,0,0,N,No,No,W,0,Training
1,28041,32.6,419,0,0,Y,NA,NA,W,0,Training
2,12849,25.95,725,0,0,Y,NA,NA,W,0,Training
1,3744,25.49,545,373,430,N,NA,NA,SS,0,Training
5,15652,10,985,910,562,Y,No,NA,W,0,Training
1,18000,34.83,450,0,0,N,NA,NA,W,0,Training
1,10236,57.85,607,518,552,Y,NA,NA,W,0,Training
2,5835,69.34,898,613,546,Y,NA,NA,SS,0,Training
1,5544,39.25,633,633,633,N,NA,NA,N,0,Training
1,21225,35.78,429,0,0,N,NA,NA,W,0,Training
3,11376,30.4,603,0,0,Y,No,No,SS,0,Training
2,58896,29.12,890,0,0,Y,NA,NA,NA,0,Training
3,8046,55.31,867,572,464,N,NA,NA,SI,0,Training
1,25425,30.55,729,0,0,Y,NA,NA,W,0,Training
1,15024,60.24,510,0,0,N,No,NA,SI,0,Training
1,21936,72.14,850,541,297,Y,No,No,SS,0,Training
1,12960,,540,0,0,N,NA,NA,NA,0,Training
1,0,32.18,518,0,0,Y,No,No,NA,0,Training
1,23496,54.59,665,0,0,N,NA,NA,SS,0,Training
1,27955,34.81,706,0,0,Y,No,No,W,0,Training
1,20880,,870,0,0,Y,NA,NA,NA,0,Training
1,8331,27.95,460,0,0,N,NA,NA,SI,0,Training
1,12272,36.44,415,0,0,Y,NA,NA,NA,0,Training
1,15210,28.25,525,0,0,N,NA,NA,F,0,Training
4,25089,22.17,832,0,0,N,NA,NA,W,0,Training
1,31304,29.92,795,0,0,N,NA,NA,NA,0,Training
1,19200,,800,0,0,Y,NA,NA,NA,0,Training
1,18000,49.51,562,0,0,Y,NA,NA,B,0,Training
1,16661,55.16,432,0,0,Y,NA,NA,W,0,Training
1,29541,59.92,650,0,0,Y,NA,NA,W,0,Training
1,10896,64.8,650,650,650,N,NA,NA,SS,0,Training
2,21868,33.5,951,0,0,Y,NA,NA,W,0,Training
1,5700,50.96,572,572,550,N,NA,NA,NA,0,Training
1,2436,67.61,565,565,525,N,NA,NA,G,0,Training
1,21366,71.97,850,326,382,Y,No,No,SS,0,Training
1,36000,33.91,980,0,0,N,NA,NA,NA,0,Training
2,16800,27.38,1125,0,0,Y,NA,NA,NA,0,Training
1,10536,63.05,515,0,0,N,NA,NA,SS,0,Training
1,47900,31.43,830,0,0,N,NA,NA,NA,0,Training
1,9660,52.58,394,0,0,Y,NA,NA,SS,0,Training
2,19833,15.88,690,0,0,N,NA,NA,W,0,Training
1,1212,51.87,599,382,478,N,NA,NA,G,0,Training
1,8328,65.83,884,614,590,Y,NA,NA,SI,0,Training
1,11899,34.22,515,0,0,N,NA,NA,F,0,Training
1,24000,26.98,709,0,0,N,NA,NA,W,0,Training
1,20000,28.61,670,0,0,N,NA,NA,W,0,Training
5,13008,10.62,978,835,895,Y,No,NA,G,0,Training
1,21120,,880,0,0,N,NA,NA,NA,0,Training
